Kanji	Hanzi	Syllabe	ModeSyl	Mode2Syl	LieuSyl	Label	DansDict	FichierJap	Pinyin	ModePin	Mode2Pin	LieuPin	FichierCh
見	见	mi	nasale	_	bilabiale	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0943.T2.jp.snt	jiàn	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0828.T2.ch.snt
同	同	ona	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1306.T2.jp.snt	tóng	occlusive	aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0671.T2.ch.snt
見	见	mi	nasale	_	bilabiale	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0543.T2.jp.snt	jiàn	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0379.T2.ch.snt
遠	远	too	occlusive	sourde	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0367.T2.jp.snt	yuǎn	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_0830.T2.ch.snt
娘	娘	musume	nasale	_	bilabiale	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_4090.T2.jp.snt	niáng	laterale	_	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0063.T2.ch.snt
私	私	watashi	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0462.T2.jp.snt	sī	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0737.T2.ch.snt
家	家	ka	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0462.T2.jp.snt	jiā	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_1123.T2.ch.snt
族	族	zoku	affriquee	sonore	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0462.T2.jp.snt	zú	affriquee	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_1242.T2.ch.snt
養	养	you	spirant	_	palatal	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1639.T2.jp.snt	yǎng	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_0615.T2.ch.snt
老	老	rou	battue	_	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1639.T2.jp.snt	lǎo	laterale	_	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_1100.T2.ch.snt
保	保	ho	fricative	_	glottale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1639.T2.jp.snt	bǎo	occlusive	non_aspiree	bilabiale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0191.T2.ch.snt
険	险	ken	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1639.T2.jp.snt	xiǎn	fricative	sourde	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0868.T2.ch.snt
感	感	kan	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1639.T2.jp.snt	gǎn	occlusive	non_aspiree	velaire	../Corpora/MSLT_Datas/MSLT_Test_CH_0439.T2.ch.snt
松	松	matsu	nasale	_	bilabiale	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0046.T2.jp.snt	sōng	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0286.T2.ch.snt
修	修	shuu	fricative	sourde	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0046.T2.jp.snt	xiū	fricative	sourde	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0556.T2.ch.snt
金	金	kin	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2940.T2.jp.snt	jīn	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0952.T2.ch.snt
使	使	tsuka	affriquee	sourde	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2940.T2.jp.snt	shǐ	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0345.T2.ch.snt
方	方	hou	fricative	_	glottale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2940.T2.jp.snt	fāng	fricative	sourde	labio-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0330.T2.ch.snt
楽	乐	tano	occlusive	sourde	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2940.T2.jp.snt	lè	laterale	_	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0068.T2.ch.snt
練	练	ren	battue	_	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3162.T2.jp.snt	liàn	laterale	_	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_1127.T2.ch.snt
習	习	shuu	fricative	sourde	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3162.T2.jp.snt	xí	fricative	sourde	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0253.T2.ch.snt
思	思	omo	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2390.T2.jp.snt	sī	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0958.T2.ch.snt
今	今	ima	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_1292.T2.jp.snt	jīn	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0334.T2.ch.snt
二	二	ni	nasale	_	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_1292.T2.jp.snt	èr	voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_0332.T2.ch.snt
十	十	juu	affriquee	sonore	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_1292.T2.jp.snt	shí	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0700.T2.ch.snt
六	六	roku	battue	_	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_1292.T2.jp.snt	liù	laterale	_	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0822.T2.ch.snt
歳	岁	sai	fricative	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_1292.T2.jp.snt	suì	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0408.T2.ch.snt
重	重	juu	affriquee	sonore	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_1811.T2.jp.snt	zhòng	affriquee	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0290.T2.ch.snt
要	要	you	spirant	_	palatal	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_1811.T2.jp.snt	yào	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Dev_CH_0287.T2.ch.snt
方	方	kata	occlusive	sourde	velaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0759.T2.jp.snt	fāng	fricative	sourde	labio-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0144.T2.ch.snt
通	通	too	occlusive	sourde	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0759.T2.jp.snt	tōng	occlusive	aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0803.T2.ch.snt
自	自	ji	affriquee	sonore	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2790.T2.jp.snt	zì	affriquee	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0567.T2.ch.snt
転	转	ten	occlusive	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2790.T2.jp.snt	zhuǎn	affriquee	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_1002.T2.ch.snt
車	车	sha	fricative	sourde	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2790.T2.jp.snt	chē	affriquee	aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0868.T2.ch.snt
感	感	kan	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2790.T2.jp.snt	gǎn	occlusive	non_aspiree	velaire	../Corpora/MSLT_Datas/MSLT_Dev_CH_0987.T2.ch.snt
移	移	i	voyelle	_	_	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2790.T2.jp.snt	yí	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_0929.T2.ch.snt
動	动	dou	occlusive	sonore	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2790.T2.jp.snt	dòng	occlusive	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0744.T2.ch.snt
冷	冷	hi	fricative	_	palatale	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0119.T2.jp.snt	lěng	laterale	_	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_1175.T2.ch.snt
飯	饭	meshi	nasale	_	bilabiale	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0119.T2.jp.snt	fàn	fricative	sourde	labio-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_1237.T2.ch.snt
食	食	ta	occlusive	sourde	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0119.T2.jp.snt	shí	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0203.T2.ch.snt
方	方	hou	fricative	_	glottale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0119.T2.jp.snt	fāng	fricative	sourde	labio-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0244.T2.ch.snt
法	法	hou	fricative	_	glottale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0119.T2.jp.snt	fǎ	fricative	sourde	labio-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0477.T2.ch.snt
考	考	kanga	occlusive	sourde	velaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0119.T2.jp.snt	kǎo	occlusive	aspiree	velaire	../Corpora/MSLT_Datas/MSLT_Dev_CH_0918.T2.ch.snt
言	言	i	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0119.T2.jp.snt	yán	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_0235.T2.ch.snt
本	本	hon	fricative	_	glottale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1435.T2.jp.snt	běn	occlusive	non_aspiree	bilabiale	../Corpora/MSLT_Datas/MSLT_Test_CH_0904.T2.ch.snt
当	当	tou	occlusive	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1435.T2.jp.snt	dāng	occlusive	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0490.T2.ch.snt
街	街	machi	nasale	_	bilabiale	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1435.T2.jp.snt	jiē	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0072.T2.ch.snt
真	真	ma	nasale	_	bilabiale	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1435.T2.jp.snt	zhēn	affriquee	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0553.T2.ch.snt
中	中	naka	nasale	_	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1435.T2.jp.snt	zhōng	affriquee	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0119.T2.ch.snt
前	前	mae	nasale	_	bilabiale	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1435.T2.jp.snt	qián	affriquee	aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0269.T2.ch.snt
西	西	nishi	nasale	_	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1435.T2.jp.snt	xī	fricative	sourde	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_1056.T2.ch.snt
店	店	mise	nasale	_	bilabiale	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1435.T2.jp.snt	diàn	occlusive	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0490.T2.ch.snt
念	念	nen	nasale	_	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1435.T2.jp.snt	niàn	laterale	_	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0374.T2.ch.snt
良	良	yo	spirant	_	palatal	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1435.T2.jp.snt	liáng	laterale	_	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0430.T2.ch.snt
買	买	ka	occlusive	sourde	velaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_1433.T2.jp.snt	mǎi	nasale	_	bilabiale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0842.T2.ch.snt
行	行	i	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1527.T2.jp.snt	xíng	fricative	sourde	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0038.T2.ch.snt
結	结	ke	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1527.T2.jp.snt	jié	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0631.T2.ch.snt
構	构	kou	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1527.T2.jp.snt	gòu	occlusive	non_aspiree	velaire	../Corpora/MSLT_Datas/MSLT_Test_CH_0981.T2.ch.snt
服	服	fuku	fricative	sourde	bilabiale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1527.T2.jp.snt	fú	fricative	sourde	labio-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0915.T2.ch.snt
焼	烧	yaki	spirant	_	palatal	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1527.T2.jp.snt	shāo	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_1199.T2.ch.snt
臭	臭	kusa	occlusive	sourde	velaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1527.T2.jp.snt	chòu	affriquee	aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0731.T2.ch.snt
付	付	tsu	affriquee	sourde	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1527.T2.jp.snt	fù	fricative	sourde	labio-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0670.T2.ch.snt
軽	轻	kei	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1527.T2.jp.snt	qīng	affriquee	aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0561.T2.ch.snt
服	服	fuku	fricative	sourde	bilabiale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1527.T2.jp.snt	fú	fricative	sourde	labio-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0090.T2.ch.snt
来	来	ki	occlusive	sourde	velaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1527.T2.jp.snt	lái	laterale	_	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0642.T2.ch.snt
本	本	pon	occlusive	sourde	bilabiale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1581.T2.jp.snt	běn	occlusive	non_aspiree	bilabiale	../Corpora/MSLT_Datas/MSLT_Test_CH_1193.T2.ch.snt
本	本	pon	occlusive	sourde	bilabiale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1581.T2.jp.snt	běn	occlusive	non_aspiree	bilabiale	../Corpora/MSLT_Datas/MSLT_Dev_CH_1203.T2.ch.snt
今	今	kon	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_1518.T2.jp.snt	jīn	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0566.T2.ch.snt
日	日	nichi	nasale	_	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_1518.T2.jp.snt	rì	fricative	sonore	retroflexe	../Corpora/MSLT_Datas/MSLT_Test_CH_1205.T2.ch.snt
温	温	on	voyelle	_	_	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0398.T2.jp.snt	wēn	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_1175.T2.ch.snt
泉	泉	sen	fricative	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0398.T2.jp.snt	quán	affriquee	aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0470.T2.ch.snt
料	料	ryou	battue	_	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0398.T2.jp.snt	liào	laterale	_	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0803.T2.ch.snt
理	理	ri	battue	_	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0398.T2.jp.snt	lǐ	laterale	_	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0518.T2.ch.snt
料	料	ryou	battue	_	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0398.T2.jp.snt	liào	laterale	_	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0803.T2.ch.snt
理	理	ri	battue	_	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0398.T2.jp.snt	lǐ	laterale	_	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0345.T2.ch.snt
海	海	kai	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0868.T2.jp.snt	hǎi	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Dev_CH_0766.T2.ch.snt
外	外	gai	occlusive	sonore	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0868.T2.jp.snt	wài	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_0957.T2.ch.snt
何	何	nani	nasale	_	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0868.T2.jp.snt	hé	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Dev_CH_0644.T2.ch.snt
多	多	oo	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0868.T2.jp.snt	duō	occlusive	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0315.T2.ch.snt
港	港	minato	nasale	_	bilabiale	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3426.T2.jp.snt	gǎng	occlusive	non_aspiree	velaire	../Corpora/MSLT_Datas/MSLT_Test_CH_0845.T2.ch.snt
未	未	mi	nasale	_	bilabiale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3426.T2.jp.snt	wèi	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_0840.T2.ch.snt
来	来	rai	battue	_	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3426.T2.jp.snt	lái	laterale	_	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0529.T2.ch.snt
歳	岁	toshi	occlusive	sourde	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2429.T2.jp.snt	suì	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0408.T2.ch.snt
何	何	nani	nasale	_	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0452.T2.jp.snt	hé	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Dev_CH_0244.T2.ch.snt
今	今	ima	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0452.T2.jp.snt	jīn	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0002.T2.ch.snt
自	自	ji	affriquee	sonore	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0452.T2.jp.snt	zì	affriquee	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0799.T2.ch.snt
分	分	bun	occlusive	sonore	bilabiale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0452.T2.jp.snt	fēn	fricative	sourde	labio-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0384.T2.ch.snt
張	张	ba	occlusive	sonore	bilabiale	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0452.T2.jp.snt	zhāng	affriquee	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0368.T2.ch.snt
思	思	omo	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0452.T2.jp.snt	sī	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0600.T2.ch.snt
話	话	hanashi	fricative	_	glottale	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1110.T2.jp.snt	huà	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Dev_CH_0627.T2.ch.snt
一	一	hito	fricative	_	palatale	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1533.T2.jp.snt	yī	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_0005.T2.ch.snt
人	人	ri	battue	_	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1533.T2.jp.snt	rén	fricative	sonore	retroflexe	../Corpora/MSLT_Datas/MSLT_Dev_CH_0747.T2.ch.snt
思	思	omo	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0614.T2.jp.snt	sī	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0610.T2.ch.snt
猫	猫	neko	nasale	_	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1998.T2.jp.snt	māo	nasale	_	bilabiale	../Corpora/MSLT_Datas/MSLT_Dev_CH_1065.T2.ch.snt
実	实	ji	affriquee	sonore	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0089.T2.jp.snt	shí	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0566.T2.ch.snt
家	家	ka	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0089.T2.jp.snt	jiā	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0827.T2.ch.snt
今	今	ima	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0808.T2.jp.snt	jīn	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_1095.T2.ch.snt
私	私	watashi	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0808.T2.jp.snt	sī	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0737.T2.ch.snt
実	实	ji	affriquee	sonore	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0808.T2.jp.snt	shí	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0478.T2.ch.snt
家	家	ka	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0808.T2.jp.snt	jiā	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0072.T2.ch.snt
住	住	su	fricative	sourde	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0808.T2.jp.snt	zhù	affriquee	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0833.T2.ch.snt
毎	每	mai	nasale	_	bilabiale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0808.T2.jp.snt	měi	nasale	_	bilabiale	../Corpora/MSLT_Datas/MSLT_Test_CH_0955.T2.ch.snt
日	日	nichi	nasale	_	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0808.T2.jp.snt	rì	fricative	sonore	retroflexe	../Corpora/MSLT_Datas/MSLT_Dev_CH_0921.T2.ch.snt
料	料	ryou	battue	_	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0808.T2.jp.snt	liào	laterale	_	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0803.T2.ch.snt
理	理	ri	battue	_	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0808.T2.jp.snt	lǐ	laterale	_	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0951.T2.ch.snt
母	母	kaa	occlusive	sourde	velaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0808.T2.jp.snt	mǔ	nasale	_	bilabiale	../Corpora/MSLT_Datas/MSLT_Test_CH_1163.T2.ch.snt
事	事	goto	occlusive	sonore	velaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0808.T2.jp.snt	shì	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_1244.T2.ch.snt
時	时	toki	occlusive	sourde	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0808.T2.jp.snt	shí	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0821.T2.ch.snt
本	本	hon	fricative	_	glottale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2528.T2.jp.snt	běn	occlusive	non_aspiree	bilabiale	../Corpora/MSLT_Datas/MSLT_Test_CH_0841.T2.ch.snt
史	史	shi	fricative	sourde	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2528.T2.jp.snt	shǐ	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0939.T2.ch.snt
好	好	su	fricative	sourde	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2528.T2.jp.snt	hǎo	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Test_CH_0361.T2.ch.snt
特	特	toku	occlusive	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0066.T2.jp.snt	tè	occlusive	aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0682.T2.ch.snt
別	别	betsu	occlusive	sonore	bilabiale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0066.T2.jp.snt	bié	occlusive	non_aspiree	bilabiale	../Corpora/MSLT_Datas/MSLT_Test_CH_0672.T2.ch.snt
何	何	nani	nasale	_	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0066.T2.jp.snt	hé	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Dev_CH_0244.T2.ch.snt
